doc_id,tag_dwg,equipment_type,doc_type,title,rev,rev_date,file_path
100-DS-E-112,101-E-012,exchanger,DATASHEET,Residue rundown cooler datasheet,C,2016-05-12,docs/100-DS-E-112_revC.pdf
100-ISO-E-112,101-E-012,exchanger,ISO,E-112 isometric,A,2014-08-01,docs/100-ISO-E-112_revA.pdf
100-GA-E-112,101-E-012,exchanger,GA,E-112 general arrangement,A,2014-08-01,docs/100-GA-E-112_revA.pdf
100-DS-P-101A,101-P-001A,pump,DATASHEET,Crude charge pump A datasheet,B,2003-05-12,docs/100-DS-P-101A_revB.pdf
100-ISO-P-101A,101-P-001A,pump,ISO,P-101A isometric,A,2001-08-01,docs/100-ISO-P-101A_revA.pdf
100-GA-P-101A,101-P-001A,pump,GA,P-101A general arrangement,A,2001-08-01,docs/100-GA-P-101A_revA.pdf
100-DS-P-101B,101-P-001B,pump,DATASHEET,Crude charge pump B datasheet,B,2000-05-12,docs/100-DS-P-101B_revB.pdf
100-ISO-P-101B,101-P-001B,pump,ISO,P-101B isometric,A,1998-08-01,docs/100-ISO-P-101B_revA.pdf
100-GA-P-101B,101-P-001B,pump,GA,P-101B general arrangement,A,1998-08-01,docs/100-GA-P-101B_revA.pdf
100-DS-P-102A,101-P-002A,pump,DATASHEET,Desalter water pump A datasheet,C,2012-05-12,docs/100-DS-P-102A_revC.pdf
100-ISO-P-102A,101-P-002A,pump,ISO,P-102A isometric,A,2010-08-01,docs/100-ISO-P-102A_revA.pdf
100-GA-P-102A,101-P-002A,pump,GA,P-102A general arrangement,A,2010-08-01,docs/100-GA-P-102A_revA.pdf
100-DS-P-102B,101-P-002B,pump,DATASHEET,Desalter water pump B datasheet,C,2017-05-12,docs/100-DS-P-102B_revC.pdf
100-ISO-P-102B,101-P-002B,pump,ISO,P-102B isometric,A,2015-08-01,docs/100-ISO-P-102B_revA.pdf
100-GA-P-102B,101-P-002B,pump,GA,P-102B general arrangement,A,2015-08-01,docs/100-GA-P-102B_revA.pdf
100-DS-P-103A,101-P-003A,pump,DATASHEET,Overhead reflux pump A datasheet,B,2006-05-12,docs/100-DS-P-103A_revB.pdf
100-ISO-P-103A,101-P-003A,pump,ISO,P-103A isometric,A,2004-08-01,docs/100-ISO-P-103A_revA.pdf
100-GA-P-103A,101-P-003A,pump,GA,P-103A general arrangement,A,2004-08-01,docs/100-GA-P-103A_revA.pdf
100-DS-P-103B,101-P-003B,pump,DATASHEET,Overhead reflux pump B datasheet,B,2003-05-12,docs/100-DS-P-103B_revB.pdf
100-ISO-P-103B,101-P-003B,pump,ISO,P-103B isometric,A,2001-08-01,docs/100-ISO-P-103B_revA.pdf
100-GA-P-103B,101-P-003B,pump,GA,P-103B general arrangement,A,2001-08-01,docs/100-GA-P-103B_revA.pdf
100-DS-P-104A,101-P-004A,pump,DATASHEET,Atmospheric residue bottoms pump A datasheet,B,2008-05-12,docs/100-DS-P-104A_revB.pdf
100-ISO-P-104A,101-P-004A,pump,ISO,P-104A isometric,A,2006-08-01,docs/100-ISO-P-104A_revA.pdf
100-GA-P-104A,101-P-004A,pump,GA,P-104A general arrangement,A,2006-08-01,docs/100-GA-P-104A_revA.pdf
100-DS-P-104B,101-P-004B,pump,DATASHEET,Atmospheric residue bottoms pump B datasheet,C,2012-05-12,docs/100-DS-P-104B_revC.pdf
100-ISO-P-104B,101-P-004B,pump,ISO,P-104B isometric,A,2010-08-01,docs/100-ISO-P-104B_revA.pdf
100-GA-P-104B,101-P-004B,pump,GA,P-104B general arrangement,A,2010-08-01,docs/100-GA-P-104B_revA.pdf
100-DS-P-105A,101-P-005A,pump,DATASHEET,Naphtha product pump A datasheet,C,2014-05-12,docs/100-DS-P-105A_revC.pdf
100-ISO-P-105A,101-P-005A,pump,ISO,P-105A isometric,A,2012-08-01,docs/100-ISO-P-105A_revA.pdf
100-GA-P-105A,101-P-005A,pump,GA,P-105A general arrangement,A,2012-08-01,docs/100-GA-P-105A_revA.pdf
100-DS-P-105B,101-P-005B,pump,DATASHEET,Naphtha product pump B datasheet,B,2005-05-12,docs/100-DS-P-105B_revB.pdf
100-ISO-P-105B,101-P-005B,pump,ISO,P-105B isometric,A,2003-08-01,docs/100-ISO-P-105B_revA.pdf
100-GA-P-105B,101-P-005B,pump,GA,P-105B general arrangement,A,2003-08-01,docs/100-GA-P-105B_revA.pdf
100-DS-P-106A,101-P-006A,pump,DATASHEET,Diesel product pump A datasheet,C,2014-05-12,docs/100-DS-P-106A_revC.pdf
100-ISO-P-106A,101-P-006A,pump,ISO,P-106A isometric,A,2012-08-01,docs/100-ISO-P-106A_revA.pdf
100-GA-P-106A,101-P-006A,pump,GA,P-106A general arrangement,A,2012-08-01,docs/100-GA-P-106A_revA.pdf
100-DS-P-106B,101-P-006B,pump,DATASHEET,Diesel product pump B datasheet,B,2005-05-12,docs/100-DS-P-106B_revB.pdf
100-ISO-P-106B,101-P-006B,pump,ISO,P-106B isometric,A,2003-08-01,docs/100-ISO-P-106B_revA.pdf
100-GA-P-106B,101-P-006B,pump,GA,P-106B general arrangement,A,2003-08-01,docs/100-GA-P-106B_revA.pdf
100-DS-H-101,101-H-001,heater,DATASHEET,Crude fired heater (atmospheric) datasheet,B,2002-05-12,docs/100-DS-H-101_revB.pdf
100-ISO-H-101,101-H-001,heater,ISO,H-101 isometric,A,2000-08-01,docs/100-ISO-H-101_revA.pdf
100-GA-H-101,101-H-001,heater,GA,H-101 general arrangement,A,2000-08-01,docs/100-GA-H-101_revA.pdf
100-DS-C-101,101-C-001,column,DATASHEET,Atmospheric distillation column datasheet,B,2000-05-12,docs/100-DS-C-101_revB.pdf
100-ISO-C-101,101-C-001,column,ISO,C-101 isometric,A,1998-08-01,docs/100-ISO-C-101_revA.pdf
100-GA-C-101,101-C-001,column,GA,C-101 general arrangement,A,1998-08-01,docs/100-GA-C-101_revA.pdf
100-DS-V-101,101-V-001,vessel,DATASHEET,Electrostatic desalter datasheet,C,2011-05-12,docs/100-DS-V-101_revC.pdf
100-ISO-V-101,101-V-001,vessel,ISO,V-101 isometric,A,2009-08-01,docs/100-ISO-V-101_revA.pdf
100-GA-V-101,101-V-001,vessel,GA,V-101 general arrangement,A,2009-08-01,docs/100-GA-V-101_revA.pdf
100-DS-D-101,101-D-001,vessel,DATASHEET,Overhead reflux drum datasheet,C,2014-05-12,docs/100-DS-D-101_revC.pdf
100-ISO-D-101,101-D-001,vessel,ISO,D-101 isometric,A,2012-08-01,docs/100-ISO-D-101_revA.pdf
100-GA-D-101,101-D-001,vessel,GA,D-101 general arrangement,A,2012-08-01,docs/100-GA-D-101_revA.pdf
100-DS-D-102,103-D-012,vessel,DATASHEET,Kerosene stripper datasheet,C,2010-05-12,docs/100-DS-D-102_revC.pdf
100-ISO-D-102,103-D-012,vessel,ISO,D-102 isometric,A,2008-08-01,docs/100-ISO-D-102_revA.pdf
100-GA-D-102,103-D-012,vessel,GA,D-102 general arrangement,A,2008-08-01,docs/100-GA-D-102_revA.pdf
100-DS-D-103,101-D-003,vessel,DATASHEET,Diesel stripper datasheet,B,2002-05-12,docs/100-DS-D-103_revB.pdf
100-ISO-D-103,101-D-003,vessel,ISO,D-103 isometric,A,2000-08-01,docs/100-ISO-D-103_revA.pdf
100-GA-D-103,101-D-003,vessel,GA,D-103 general arrangement,A,2000-08-01,docs/100-GA-D-103_revA.pdf
100-DS-D-104,101-D-004,vessel,DATASHEET,Residue flash drum datasheet,B,2008-05-12,docs/100-DS-D-104_revB.pdf
100-ISO-D-104,101-D-004,vessel,ISO,D-104 isometric,A,2006-08-01,docs/100-ISO-D-104_revA.pdf
100-GA-D-104,101-D-004,vessel,GA,D-104 general arrangement,A,2006-08-01,docs/100-GA-D-104_revA.pdf
100-DS-FV-101,101-FV-001,control_valve,DATASHEET,Crude charge flow control valve datasheet,C,2013-05-12,docs/100-DS-FV-101_revC.pdf
100-DS-FV-102,101-FV-002,control_valve,DATASHEET,Stripping steam flow control valve datasheet,B,2009-05-12,docs/100-DS-FV-102_revB.pdf
100-DS-LV-101,101-LV-001,control_valve,DATASHEET,Reflux drum level control valve datasheet,B,2005-05-12,docs/100-DS-LV-101_revB.pdf
100-DS-LV-102,101-LV-002,control_valve,DATASHEET,Column bottoms level control valve datasheet,B,2007-05-12,docs/100-DS-LV-102_revB.pdf
100-DS-PV-101,101-PV-001,control_valve,DATASHEET,Column overhead pressure control valve datasheet,B,2007-05-12,docs/100-DS-PV-101_revB.pdf
100-DS-PV-102,101-PV-002,control_valve,DATASHEET,Fuel gas pressure control valve datasheet,B,2004-05-12,docs/100-DS-PV-102_revB.pdf
100-DS-TV-101,101-TV-001,control_valve,DATASHEET,Desalter temperature control valve datasheet,B,2005-05-12,docs/100-DS-TV-101_revB.pdf
100-DS-FV-103,101-FV-003,control_valve,DATASHEET,Naphtha pumparound flow control valve datasheet,C,2011-05-12,docs/100-DS-FV-103_revC.pdf
100-DS-PSV-101,101-PSV-101,psv,DATASHEET,Column overhead PSV datasheet,C,2014-05-12,docs/100-DS-PSV-101_revC.pdf
100-DS-PSV-102,101-PSV-102,psv,DATASHEET,Fired heater tube PSV datasheet,B,2007-05-12,docs/100-DS-PSV-102_revB.pdf
100-DS-PSV-103,101-PSV-103,psv,DATASHEET,Desalter PSV datasheet,B,2003-05-12,docs/100-DS-PSV-103_revB.pdf
100-DS-PSV-104,101-PSV-104,psv,DATASHEET,Reflux drum PSV datasheet,B,2001-05-12,docs/100-DS-PSV-104_revB.pdf
100-DS-PSV-105,101-PSV-105,psv,DATASHEET,Kerosene stripper PSV datasheet,B,2008-05-12,docs/100-DS-PSV-105_revB.pdf
100-DS-PSV-106,101-PSV-106,psv,DATASHEET,Residue flash drum PSV datasheet,B,2009-05-12,docs/100-DS-PSV-106_revB.pdf
100-ISO-E-108B,101-E-008B,exchanger,ISO,E-108 bundle B isometric,A,2002-08-01,docs/100-ISO-E-108B_revA.pdf
100-PRC-001,,exchanger,PROCEDURE,Exchanger bundle pull and clean procedure,C,2024-01-20,docs/100-PRC-001_revC.pdf
100-PRC-002,,pump,PROCEDURE,Centrifugal pump mechanical seal change procedure,C,2024-01-20,docs/100-PRC-002_revC.pdf
100-PRC-003,,vessel,PROCEDURE,Confined space entry for vessels and drums,C,2024-01-20,docs/100-PRC-003_revC.pdf
100-PRC-004,,psv,PROCEDURE,"PSV removal, pop test and recertification",C,2024-01-20,docs/100-PRC-004_revC.pdf
100-PRC-005,,column,PROCEDURE,Atmospheric column internal inspection procedure,C,2024-01-20,docs/100-PRC-005_revC.pdf
100-PRC-006,,heater,PROCEDURE,Fired heater tube inspection and header box entry,C,2024-01-20,docs/100-PRC-006_revC.pdf
